order_id,seller_id,order_date,total_amount
Or2732,S437,2022-06-20,173.94
Or2733,S865,2023-06-18,78.03
Or2734,S905,2025-01-07,400.21
Or2735,S839,2023-06-18,223.9
Or2736,S908,2022-11-03,70.22
Or2737,S365,2022-10-24,458.68
Or2738,S799,2022-08-02,373.16
Or2739,S651,2022-04-14,412.36
Or2740,S541,2022-10-03,93.98
Or2741,S426,2021-10-30,68.11
Or2742,S437,2022-03-29,55.65
Or2743,S72,2023-11-13,493.85
Or2744,S516,2021-01-09,421.45
Or2745,S738,2024-12-08,400.77
Or2746,S450,2023-12-22,413.95
Or2747,S677,2022-11-07,318.16
Or2748,S859,2025-01-09,488.19
Or2749,S215,2020-12-01,15.19
Or2750,S329,2023-05-20,307.04
Or2751,S550,2023-10-01,470.44
Or2752,S195,2021-07-02,430.76
Or2753,S484,2025-03-23,382.04
Or2754,S186,2024-01-19,356.25
Or2755,S742,2025-02-02,394.28
Or2756,S665,2023-05-07,464.99
Or2757,S522,2024-10-09,335.97
Or2758,S688,2023-03-10,233.05
Or2759,S772,2022-01-16,486.18
Or2760,S541,2023-08-09,312.02
Or2761,S222,2021-12-12,447.29
Or2762,S857,2022-02-09,228.64
Or2763,S708,2024-10-31,201.22
Or2764,S16,2024-03-27,230.31
Or2765,S415,2024-07-08,378.74
Or2766,S329,2020-07-17,149.87
Or2767,S487,2023-09-20,208.37
Or2768,S182,2022-05-02,435.04
Or2769,S560,2021-04-13,81.26
Or2770,S209,2021-03-20,325.32
Or2771,S50,2021-06-25,451.78
Or2772,S965,2020-09-15,264.75
Or2773,S874,2022-02-27,499.63
Or2774,S356,2023-08-31,367.35
Or2775,S725,2024-03-28,276.28
Or2776,S816,2021-04-20,171.71
Or2777,S175,2024-10-10,166.19
Or2778,S266,2024-04-09,233.24
Or2779,S58,2024-04-04,138.85
Or2780,S181,2025-03-28,472.09
Or2781,S68,2022-10-31,99.78
Or2782,S966,2021-10-22,308.37
Or2783,S509,2024-04-06,388.64
Or2784,S330,2021-06-09,171.59
Or2785,S41,2021-05-21,328.75
Or2786,S465,2023-05-27,301.76
Or2787,S209,2023-06-22,293.38
Or2788,S773,2020-12-04,353.41
Or2789,S534,2024-01-26,376.22
Or2790,S92,2021-05-17,206.49
Or2791,S975,2025-02-14,262.51
Or2792,S591,2021-06-18,193.07
Or2793,S662,2021-11-24,314.27
Or2794,S587,2021-06-08,142.31
Or2795,S642,2024-12-14,157.96
Or2796,S817,2023-07-23,491.51
Or2797,S81,2022-12-18,408.39
Or2798,S340,2022-02-25,216.15
Or2799,S99,2024-01-03,271.74
Or2800,S148,2024-01-07,121.62
Or2801,S20,2024-08-03,95.12
Or2802,S831,2022-10-06,107.1
Or2803,S775,2023-07-27,358.45
Or2804,S553,2020-07-16,461.65
Or2805,S680,2021-02-07,301.33
Or2806,S10,2021-08-03,179.79
Or2807,S435,2025-03-24,51.95
Or2808,S584,2023-02-11,357.22
Or2809,S140,2023-03-06,142.5
Or2810,S118,2024-09-03,336.69
Or2811,S831,2020-09-08,20.31
Or2812,S672,2024-07-09,431.22
Or2813,S805,2022-08-03,180.53
Or2814,S622,2025-05-26,318.15
Or2815,S541,2023-08-28,214.32
Or2816,S894,2025-06-01,357.29
Or2817,S172,2024-01-29,442.1
Or2818,S774,2024-03-21,310.25
Or2819,S487,2023-08-20,14.93
Or2820,S39,2023-12-11,105.13
Or2821,S633,2022-06-13,489.0
Or2822,S899,2025-01-28,57.72
Or2823,S279,2020-06-24,253.6
Or2824,S555,2021-08-25,377.81
Or2825,S220,2024-11-13,181.25
Or2826,S28,2025-05-23,403.34
Or2827,S547,2024-02-07,134.23
Or2828,S319,2023-06-07,487.61
Or2829,S75,2021-07-02,499.36
Or2830,S647,2024-06-30,28.96
Or2831,S587,2025-01-10,28.74
Or2832,S759,2022-01-31,406.13
Or2833,S83,2023-06-15,160.99
Or2834,S385,2024-11-07,439.41
Or2835,S269,2023-02-02,323.27
Or2836,S6,2023-03-07,138.79
Or2837,S683,2023-10-10,51.65
Or2838,S232,2022-04-06,442.49
Or2839,S867,2023-12-14,316.86
Or2840,S397,2023-07-25,394.13
Or2841,S391,2022-05-13,455.9
Or2842,S877,2024-06-18,302.95
Or2843,S698,2022-07-08,231.74
Or2844,S968,2023-11-30,484.92
Or2845,S20,2024-03-11,435.48
Or2846,S330,2022-10-13,432.97
Or2847,S868,2023-02-28,81.71
Or2848,S444,2023-03-09,293.71
Or2849,S166,2021-08-31,114.82
Or2850,S211,2023-12-02,58.47
Or2851,S75,2025-01-23,237.7
Or2852,S539,2024-11-20,461.87
Or2853,S219,2023-01-02,124.9
Or2854,S240,2022-07-10,470.33
Or2855,S798,2020-11-15,116.47
Or2856,S920,2024-06-08,118.27
Or2857,S635,2023-02-17,436.81
Or2858,S908,2025-03-21,441.02
Or2859,S779,2021-10-15,444.17
Or2860,S635,2023-11-02,256.51
Or2861,S224,2024-04-08,323.57
Or2862,S187,2022-01-24,398.23
Or2863,S101,2024-03-31,449.04
Or2864,S209,2023-12-29,255.76
Or2865,S931,2024-11-06,71.83
Or2866,S52,2025-03-24,295.63
Or2867,S9,2021-03-02,368.56
Or2868,S247,2022-03-27,426.68
Or2869,S422,2024-11-07,144.29
Or2870,S843,2020-12-23,120.07
Or2871,S421,2021-02-15,163.04
Or2872,S869,2025-02-21,294.56
Or2873,S694,2023-06-12,42.85
Or2874,S792,2024-09-30,129.25
Or2875,S987,2022-11-03,49.7
Or2876,S381,2021-09-27,182.66
Or2877,S264,2023-12-10,333.36
Or2878,S908,2021-11-16,200.38
Or2879,S389,2020-11-11,449.25
Or2880,S653,2022-11-29,66.24
Or2881,S289,2022-03-26,429.56
Or2882,S612,2024-12-26,471.44
Or2883,S122,2022-10-21,254.98
Or2884,S197,2024-03-17,57.63
Or2885,S901,2024-10-23,357.98
Or2886,S475,2020-07-09,300.96
Or2887,S499,2022-08-30,470.81
Or2888,S551,2024-02-23,338.89
Or2889,S969,2021-01-16,493.93
Or2890,S10,2020-12-30,391.91
Or2891,S680,2024-03-28,318.94
Or2892,S946,2021-11-27,65.6
Or2893,S235,2025-03-02,318.42
Or2894,S506,2024-07-13,335.32
Or2895,S948,2023-07-14,165.56
Or2896,S216,2021-12-11,371.03
Or2897,S954,2022-01-18,72.85
Or2898,S535,2022-09-16,359.96
Or2899,S876,2022-01-05,97.87
Or2900,S988,2025-02-16,105.04
Or2901,S126,2025-05-21,338.89
Or2902,S114,2022-09-17,25.9
Or2903,S728,2024-04-19,361.78
Or2904,S724,2022-08-29,297.64
Or2905,S535,2022-09-30,485.7
Or2906,S964,2021-06-24,414.98
Or2907,S841,2021-06-28,123.54
Or2908,S695,2020-10-27,95.31
Or2909,S630,2024-11-06,124.18
Or2910,S519,2020-08-04,177.94
Or2911,S54,2023-10-01,139.3
Or2912,S310,2021-12-26,84.5
Or2913,S279,2024-02-25,321.44
Or2914,S590,2023-01-14,181.42
Or2915,S148,2023-07-15,397.83
Or2916,S542,2021-10-18,185.98
Or2917,S304,2020-07-07,328.88
Or2918,S827,2020-08-23,57.74
Or2919,S990,2021-08-26,312.5
Or2920,S190,2023-03-05,170.03
Or2921,S470,2022-08-31,60.96
Or2922,S196,2022-01-14,199.37
Or2923,S484,2021-07-25,311.27
Or2924,S187,2024-06-03,475.82
Or2925,S918,2023-02-18,131.96
Or2926,S944,2023-01-29,66.42
Or2927,S548,2021-03-08,58.14
Or2928,S498,2023-07-05,417.46
Or2929,S85,2025-02-18,340.53
Or2930,S52,2024-12-29,420.44
Or2931,S207,2023-02-25,365.69
Or2932,S742,2021-09-16,70.13
Or2933,S179,2023-02-04,453.58
Or2934,S317,2021-02-13,152.43
Or2935,S755,2025-04-15,168.76
Or2936,S130,2023-11-18,59.47
Or2937,S912,2022-08-12,238.21
Or2938,S271,2021-11-05,263.34
Or2939,S495,2022-04-13,482.14
Or2940,S802,2022-11-24,226.72
Or2941,S576,2021-04-16,336.13
Or2942,S1000,2022-02-23,129.71
Or2943,S353,2021-06-28,392.69
Or2944,S521,2024-03-24,439.69
Or2945,S626,2025-04-28,281.04
Or2946,S14,2022-01-21,94.83
Or2947,S951,2025-03-09,455.82
Or2948,S336,2022-05-27,430.48
Or2949,S747,2021-05-28,76.89
Or2950,S239,2024-12-04,157.32
Or2951,S325,2020-11-17,223.5
Or2952,S663,2022-07-16,462.32
Or2953,S192,2023-08-04,265.2
Or2954,S40,2023-08-18,150.78
Or2955,S256,2020-07-11,361.39
Or2956,S875,2021-11-05,336.61
Or2957,S333,2025-03-14,419.96
Or2958,S780,2024-03-04,257.55
Or2959,S411,2025-04-23,167.56
Or2960,S445,2021-01-21,383.32
Or2961,S662,2022-08-27,51.27
Or2962,S99,2022-12-06,58.42
Or2963,S549,2021-11-29,101.06
Or2964,S267,2022-12-07,461.45
Or2965,S726,2022-09-02,32.82
Or2966,S643,2024-05-19,440.43
Or2967,S976,2022-03-12,309.51
Or2968,S883,2022-01-30,241.75
Or2969,S334,2022-06-03,319.6
Or2970,S170,2024-10-10,260.0
Or2971,S288,2022-10-28,247.54
Or2972,S654,2023-10-21,86.33
Or2973,S645,2021-09-12,23.36
Or2974,S80,2022-03-02,345.51
Or2975,S364,2022-06-22,288.53
Or2976,S817,2024-06-18,99.03
Or2977,S150,2021-06-23,316.66
Or2978,S522,2024-05-16,405.36
Or2979,S90,2024-04-28,473.39
Or2980,S324,2022-06-02,430.9
Or2981,S987,2022-04-03,147.82
Or2982,S333,2022-05-19,31.91
Or2983,S717,2022-06-09,336.04
Or2984,S764,2020-11-22,48.13
Or2985,S74,2025-04-11,97.71
Or2986,S378,2024-08-08,336.21
Or2987,S60,2022-03-19,373.22
Or2988,S788,2022-02-21,340.67
Or2989,S395,2023-02-21,22.05
Or2990,S74,2025-06-01,229.29
Or2991,S789,2023-11-08,475.89
Or2992,S195,2023-06-07,329.7
Or2993,S65,2021-10-20,473.41
Or2994,S454,2024-10-02,212.16
Or2995,S268,2022-09-30,58.3
Or2996,S702,2022-06-22,268.63
Or2997,S479,2022-08-18,250.08
Or2998,S97,2021-07-19,309.02
Or2999,S846,2022-03-09,410.16
Or3000,S533,2024-12-28,175.66
Or3001,S723,2021-05-17,131.12
Or3002,S128,2020-09-22,54.28
Or3003,S940,2024-01-28,21.49
Or3004,S252,2021-12-19,399.21
Or3005,S187,2024-08-11,20.66
Or3006,S691,2021-09-03,428.33
Or3007,S323,2021-06-22,407.62
Or3008,S113,2024-07-03,184.46
Or3009,S611,2022-07-21,55.97
Or3010,S432,2021-03-06,45.59
Or3011,S902,2024-03-28,136.49
Or3012,S531,2021-03-02,48.94
Or3013,S65,2023-01-18,227.39
Or3014,S836,2021-09-22,80.18
Or3015,S634,2025-04-01,129.33
Or3016,S776,2025-03-15,137.13
Or3017,S65,2024-10-19,419.66
Or3018,S40,2022-07-22,333.94
Or3019,S586,2023-08-10,469.03
Or3020,S167,2023-07-04,284.14
Or3021,S107,2022-08-23,351.72
Or3022,S10,2022-06-19,284.92
Or3023,S499,2023-03-08,10.68
Or3024,S282,2025-03-08,329.32
Or3025,S197,2020-06-26,368.68
Or3026,S504,2024-12-06,106.87
Or3027,S946,2023-01-30,41.68
Or3028,S774,2022-06-19,455.8
Or3029,S655,2024-06-08,475.04
Or3030,S869,2020-06-13,253.34
Or3031,S384,2022-12-17,374.51
Or3032,S935,2022-09-29,176.89
Or3033,S266,2021-03-21,83.65
Or3034,S410,2024-06-13,120.23
Or3035,S614,2024-12-14,487.55
Or3036,S503,2025-01-03,369.62
Or3037,S917,2023-07-31,53.39
Or3038,S758,2020-07-07,40.41
Or3039,S326,2020-10-29,403.07
Or3040,S802,2021-10-12,216.82
Or3041,S203,2025-05-10,96.0
Or3042,S135,2024-05-18,43.18
Or3043,S161,2024-08-21,114.44
Or3044,S44,2022-05-02,442.02
Or3045,S415,2022-10-16,27.1
Or3046,S970,2022-12-15,301.24
Or3047,S296,2023-01-14,125.56
Or3048,S173,2024-06-29,168.4
Or3049,S481,2023-03-08,201.05
Or3050,S476,2022-02-07,312.68
Or3051,S624,2025-03-15,230.42
Or3052,S682,2023-03-06,165.57
Or3053,S305,2025-01-26,382.93
Or3054,S38,2023-11-29,486.78
Or3055,S517,2022-10-07,184.69
Or3056,S4,2023-07-27,476.58
Or3057,S496,2023-03-26,365.89
Or3058,S333,2022-07-19,471.26
Or3059,S732,2020-08-22,13.43
Or3060,S758,2024-10-07,52.35
Or3061,S14,2021-02-10,122.51
Or3062,S136,2024-01-11,347.82
Or3063,S484,2024-10-15,163.89
Or3064,S676,2020-12-25,58.55
Or3065,S651,2023-09-08,225.92
Or3066,S732,2020-06-23,418.83
Or3067,S907,2020-10-17,285.12
Or3068,S188,2021-01-05,11.89
Or3069,S770,2024-08-26,264.6
Or3070,S840,2025-03-29,265.45
Or3071,S722,2023-07-25,216.75
Or3072,S703,2023-10-13,315.69
Or3073,S124,2022-09-13,147.16
Or3074,S848,2024-02-09,256.85
Or3075,S675,2020-08-18,74.78
Or3076,S77,2022-07-20,24.43
Or3077,S357,2022-08-03,430.68
Or3078,S487,2021-09-22,410.77
Or3079,S689,2025-01-15,262.19
Or3080,S531,2024-03-10,263.24
Or3081,S209,2023-09-25,396.77
Or3082,S680,2025-05-29,362.34
Or3083,S207,2020-10-14,385.37
Or3084,S64,2024-07-04,183.05
Or3085,S917,2021-09-22,168.11
Or3086,S466,2021-06-10,16.35
Or3087,S124,2024-05-21,483.13
Or3088,S79,2025-01-15,77.83
Or3089,S826,2022-02-17,336.84
Or3090,S450,2023-03-27,278.07
Or3091,S848,2022-06-25,303.13
Or3092,S897,2020-09-13,155.88
Or3093,S12,2023-04-12,74.44
Or3094,S22,2025-03-16,67.11
Or3095,S267,2022-11-17,104.16
Or3096,S361,2020-06-17,254.93
Or3097,S854,2021-04-26,375.81
Or3098,S936,2022-06-03,221.71
Or3099,S809,2021-07-01,177.65
Or3100,S244,2020-06-27,27.89
Or3101,S944,2024-09-24,347.74
Or3102,S495,2020-08-26,173.92
Or3103,S937,2025-01-31,483.88
Or3104,S362,2022-03-31,216.21
Or3105,S544,2022-02-28,244.64
Or3106,S173,2025-06-05,39.68
Or3107,S555,2023-12-03,178.73
Or3108,S894,2020-09-07,78.79
Or3109,S983,2025-03-05,401.14
Or3110,S228,2020-09-16,482.45
Or3111,S724,2024-06-20,101.56
Or3112,S76,2024-07-28,191.07
Or3113,S101,2025-04-30,309.24
Or3114,S807,2021-06-17,342.23
Or3115,S854,2022-07-27,245.78
Or3116,S326,2024-01-17,249.04
Or3117,S822,2024-06-10,303.1
Or3118,S85,2022-05-21,36.69
Or3119,S859,2024-09-24,194.3
Or3120,S478,2023-10-18,230.89
Or3121,S204,2024-09-18,112.64
Or3122,S106,2025-02-02,118.66
Or3123,S429,2024-09-17,284.89
Or3124,S58,2024-07-07,401.13
Or3125,S559,2024-07-16,352.09
Or3126,S447,2023-08-20,180.87
Or3127,S819,2022-01-17,68.58
Or3128,S809,2022-08-22,189.89
Or3129,S272,2020-08-28,345.73
Or3130,S213,2022-04-02,34.18
Or3131,S804,2022-11-16,442.56
Or3132,S624,2020-12-31,146.2
Or3133,S386,2020-06-09,97.57
Or3134,S910,2023-09-03,485.22
Or3135,S103,2021-05-04,34.62
Or3136,S176,2024-04-21,346.64
Or3137,S502,2021-02-07,116.33
Or3138,S545,2020-08-18,389.01
Or3139,S616,2023-01-25,40.79
Or3140,S497,2020-09-08,47.97
Or3141,S970,2023-01-05,356.04
Or3142,S21,2024-03-14,360.32
Or3143,S853,2022-07-08,315.61
Or3144,S779,2023-08-27,139.29
Or3145,S224,2020-12-24,184.77
Or3146,S202,2020-10-28,94.91
Or3147,S128,2024-10-02,419.36
Or3148,S623,2022-07-26,274.24
Or3149,S374,2022-07-03,307.73
Or3150,S764,2022-05-02,349.99
Or3151,S998,2023-09-23,86.51
Or3152,S487,2025-03-09,277.02
Or3153,S794,2024-02-19,371.96
Or3154,S939,2021-12-04,39.58
Or3155,S138,2023-12-17,371.94
Or3156,S9,2020-07-24,280.77
Or3157,S497,2021-01-23,456.32
Or3158,S891,2022-08-15,308.43
Or3159,S637,2023-04-30,498.59
Or3160,S593,2023-12-16,249.08
Or3161,S93,2024-12-08,347.47
Or3162,S84,2021-05-19,169.99
Or3163,S806,2022-04-07,347.29
Or3164,S808,2025-06-05,253.67
Or3165,S799,2021-12-02,75.52
Or3166,S489,2025-01-19,312.82
Or3167,S455,2023-06-22,236.71
Or3168,S616,2020-06-20,113.09
Or3169,S616,2020-09-06,223.85
Or3170,S243,2022-02-03,359.04
Or3171,S669,2022-12-20,360.46
Or3172,S845,2022-11-13,451.34
Or3173,S49,2020-07-15,385.4
Or3174,S769,2021-09-08,87.12
Or3175,S980,2025-03-03,496.3
Or3176,S68,2024-11-12,364.36
Or3177,S471,2023-08-19,112.15
Or3178,S85,2023-04-23,159.82
Or3179,S196,2024-03-28,73.01
Or3180,S726,2023-01-24,430.26
Or3181,S802,2024-08-15,212.96
Or3182,S371,2021-04-19,429.69
Or3183,S573,2021-11-25,261.13
Or3184,S291,2021-12-13,364.42
Or3185,S408,2021-11-13,138.33
Or3186,S159,2024-12-25,258.4
Or3187,S130,2021-01-09,377.38
Or3188,S842,2025-02-08,455.39
Or3189,S102,2020-08-16,80.78
Or3190,S831,2022-08-13,122.27
Or3191,S559,2020-09-09,298.98
Or3192,S579,2022-12-24,302.43
Or3193,S295,2023-08-30,295.7
Or3194,S676,2021-05-05,93.12
Or3195,S338,2024-10-16,302.37
Or3196,S305,2024-10-29,285.19
Or3197,S725,2022-11-27,155.1
Or3198,S426,2020-12-15,425.88
Or3199,S906,2020-08-02,486.88
Or3200,S219,2023-02-19,84.46
Or3201,S160,2023-11-28,36.98
Or3202,S46,2023-09-21,422.15
Or3203,S828,2023-10-22,22.33
Or3204,S287,2024-01-08,112.59
Or3205,S564,2020-12-31,315.57
Or3206,S483,2022-02-13,407.63
Or3207,S20,2023-03-14,147.04
Or3208,S885,2021-02-18,189.35
Or3209,S866,2022-04-11,256.14
Or3210,S477,2023-10-04,353.1
Or3211,S497,2021-10-22,175.6
Or3212,S39,2025-02-26,219.59
Or3213,S238,2023-11-05,71.44
Or3214,S290,2024-09-18,394.37
Or3215,S733,2021-11-06,334.74
Or3216,S355,2023-08-16,168.98
Or3217,S303,2021-11-28,113.41
Or3218,S976,2024-01-12,273.79
Or3219,S996,2021-03-12,274.27
Or3220,S250,2022-05-09,322.9
Or3221,S640,2023-05-31,332.51
Or3222,S127,2021-08-20,233.99
Or3223,S362,2021-05-22,435.22
Or3224,S459,2025-02-20,395.15
Or3225,S184,2022-09-15,409.71
Or3226,S507,2023-07-28,247.83
Or3227,S57,2024-07-21,404.33
Or3228,S92,2021-11-03,317.58
Or3229,S213,2023-02-11,211.75
Or3230,S241,2022-04-11,13.41
Or3231,S536,2022-07-01,419.32
Or3232,S743,2022-07-17,94.59
Or3233,S128,2022-08-27,215.71
Or3234,S655,2023-04-09,424.3
Or3235,S324,2024-02-02,233.26
Or3236,S352,2021-01-03,411.52
Or3237,S742,2022-07-17,233.93
Or3238,S804,2022-08-19,207.75
Or3239,S828,2023-08-27,79.38
Or3240,S299,2024-08-11,319.69
Or3241,S417,2023-10-17,471.04
Or3242,S322,2023-12-30,437.1
Or3243,S491,2024-03-21,477.96
Or3244,S805,2022-08-20,140.43
Or3245,S865,2022-11-12,27.86
Or3246,S664,2023-08-15,54.04
Or3247,S891,2021-08-16,289.67
Or3248,S632,2023-09-24,183.42
Or3249,S583,2022-12-13,285.21
Or3250,S859,2025-04-30,439.31
Or3251,S114,2022-08-23,189.05
Or3252,S773,2023-10-03,290.39
Or3253,S413,2023-02-22,103.46
Or3254,S48,2020-08-03,465.52
Or3255,S654,2022-05-16,343.83
Or3256,S626,2024-02-15,350.05
Or3257,S324,2024-12-01,315.38
Or3258,S851,2023-09-18,157.71
Or3259,S88,2025-03-27,425.0
Or3260,S480,2021-11-01,115.78
Or3261,S6,2021-03-11,263.37
Or3262,S648,2025-05-08,419.12
Or3263,S112,2024-10-20,285.92
Or3264,S333,2024-02-13,228.81
Or3265,S269,2024-07-20,174.07
Or3266,S697,2020-12-12,171.04
Or3267,S96,2025-02-15,297.19
Or3268,S365,2023-04-25,335.38
Or3269,S287,2024-07-18,322.14
Or3270,S736,2024-11-21,139.69
Or3271,S111,2025-01-24,189.02
Or3272,S436,2021-12-18,113.39
Or3273,S731,2021-12-23,158.99
Or3274,S568,2024-12-16,390.48
Or3275,S843,2020-08-23,145.51
Or3276,S409,2023-12-24,381.29
Or3277,S63,2024-11-06,460.62
Or3278,S458,2024-02-10,107.45
Or3279,S555,2024-06-01,126.29
Or3280,S48,2020-10-06,65.72
Or3281,S379,2021-05-21,183.64
Or3282,S751,2021-05-28,306.71
Or3283,S351,2021-01-29,150.48
Or3284,S101,2025-05-30,480.83
Or3285,S257,2023-04-23,171.41
Or3286,S583,2021-08-24,436.11
Or3287,S83,2023-08-05,17.41
Or3288,S260,2021-09-30,283.39
Or3289,S613,2021-01-11,310.96
Or3290,S811,2021-02-15,17.71
Or3291,S613,2021-07-25,416.15
Or3292,S1,2022-11-20,284.83
Or3293,S847,2021-01-25,473.39
Or3294,S389,2024-09-20,463.95
Or3295,S960,2022-06-10,305.16
Or3296,S253,2023-01-31,143.63
Or3297,S297,2020-07-24,264.82
Or3298,S303,2022-09-13,442.87
Or3299,S999,2023-07-20,401.92
Or3300,S306,2024-03-23,157.08
Or3301,S474,2022-08-09,100.66
Or3302,S246,2025-02-05,474.47
Or3303,S785,2024-07-03,153.01
Or3304,S523,2020-12-31,226.84
Or3305,S888,2021-02-22,320.04
Or3306,S771,2023-10-14,480.68
Or3307,S807,2021-02-03,97.46
Or3308,S267,2022-07-14,408.43
Or3309,S367,2024-04-13,344.55
Or3310,S502,2021-12-15,91.46
Or3311,S552,2020-10-19,241.38
Or3312,S720,2023-11-15,438.55
Or3313,S183,2024-06-16,419.59
Or3314,S330,2024-03-23,438.17
Or3315,S288,2021-07-24,28.65
Or3316,S619,2021-05-23,316.43
Or3317,S741,2024-09-06,257.52
Or3318,S795,2021-01-03,69.15
Or3319,S533,2022-03-08,180.43
Or3320,S544,2023-11-15,312.62
Or3321,S24,2021-02-18,20.72
Or3322,S909,2025-05-07,420.78
Or3323,S381,2021-02-04,366.07
Or3324,S134,2023-09-24,100.65
Or3325,S419,2021-10-14,38.05
Or3326,S247,2022-09-13,327.17
Or3327,S675,2022-10-08,126.57
Or3328,S440,2024-11-11,476.06
Or3329,S65,2024-02-18,16.38
Or3330,S859,2020-09-20,86.41
Or3331,S542,2020-10-14,431.11
Or3332,S702,2020-07-01,281.63
Or3333,S762,2022-11-20,358.53
Or3334,S776,2021-07-19,48.73
Or3335,S271,2023-07-04,103.41
Or3336,S114,2024-12-23,331.94
Or3337,S930,2020-07-30,105.71
Or3338,S763,2022-02-08,368.23
Or3339,S410,2020-09-24,142.5
Or3340,S427,2022-03-28,422.75
Or3341,S44,2021-03-02,237.7
Or3342,S542,2023-02-20,474.11
Or3343,S548,2024-08-07,312.69
Or3344,S735,2020-11-23,127.0
Or3345,S976,2021-12-16,39.53
Or3346,S146,2022-11-13,139.31
Or3347,S880,2024-07-09,415.5
Or3348,S341,2021-07-16,343.01
Or3349,S235,2022-10-30,472.61
Or3350,S684,2022-07-12,109.79
Or3351,S20,2023-12-07,202.41
Or3352,S967,2022-10-20,204.03
Or3353,S586,2023-02-14,300.28
Or3354,S612,2023-07-13,464.26
Or3355,S548,2022-08-25,456.39
Or3356,S196,2021-09-14,107.46
Or3357,S800,2021-09-06,294.43
Or3358,S741,2023-12-27,227.81
Or3359,S643,2022-02-25,499.5
Or3360,S290,2023-09-29,103.15
Or3361,S472,2023-02-09,230.69
Or3362,S114,2025-02-22,273.6
Or3363,S417,2023-07-17,317.94
Or3364,S955,2020-10-11,481.14
Or3365,S387,2022-01-26,297.45
Or3366,S633,2022-02-02,265.85
Or3367,S274,2020-12-22,221.33
Or3368,S318,2020-09-06,388.1
Or3369,S853,2024-04-22,446.47
Or3370,S392,2020-08-01,353.66
Or3371,S236,2020-10-08,55.83
Or3372,S456,2021-04-22,445.6
Or3373,S788,2023-02-10,313.37
Or3374,S828,2020-09-23,128.8
Or3375,S705,2021-08-12,448.07
Or3376,S839,2022-06-02,419.83
Or3377,S928,2021-11-05,121.66
Or3378,S754,2021-06-16,405.13
Or3379,S275,2022-11-04,231.41
Or3380,S272,2024-05-09,95.0
Or3381,S898,2023-09-10,431.21
Or3382,S458,2025-03-15,355.37
Or3383,S951,2024-06-17,481.38
Or3384,S46,2021-10-09,308.27
Or3385,S703,2021-01-28,203.89
Or3386,S627,2021-09-12,189.36
Or3387,S192,2021-06-13,418.69
Or3388,S499,2024-06-04,206.94
Or3389,S509,2022-03-19,64.32
Or3390,S402,2022-01-20,131.97
Or3391,S507,2021-08-05,440.12
Or3392,S998,2020-07-21,251.63
Or3393,S523,2022-10-16,260.16
Or3394,S595,2025-03-20,88.7
Or3395,S931,2024-05-15,198.52
Or3396,S304,2024-02-09,355.69
Or3397,S729,2020-10-25,433.88
Or3398,S883,2022-10-01,365.12
Or3399,S618,2022-07-22,474.53
Or3400,S794,2023-07-12,364.02
Or3401,S791,2024-01-28,425.34
Or3402,S648,2020-09-17,90.1
Or3403,S97,2022-01-05,167.73
Or3404,S794,2023-11-18,205.26
Or3405,S168,2023-01-07,280.17
Or3406,S582,2025-04-13,90.14
Or3407,S496,2020-07-16,368.61
Or3408,S687,2023-11-04,443.84
Or3409,S907,2022-06-25,334.51
Or3410,S819,2021-01-09,322.39
Or3411,S954,2022-12-23,212.87
Or3412,S919,2023-08-15,236.99
Or3413,S37,2020-12-22,152.43
Or3414,S437,2025-01-27,444.71
Or3415,S621,2021-09-21,71.27
Or3416,S856,2023-10-12,205.21
Or3417,S330,2024-12-26,396.99
Or3418,S890,2022-09-29,21.4
Or3419,S404,2024-12-24,448.81
Or3420,S103,2024-02-03,43.09
Or3421,S378,2021-06-09,181.03
Or3422,S517,2023-04-17,280.48
Or3423,S777,2023-02-11,117.6
Or3424,S183,2022-08-13,242.68
Or3425,S836,2023-08-20,357.43
Or3426,S686,2024-06-24,471.56
Or3427,S663,2021-06-10,462.76
Or3428,S797,2022-05-10,44.7
Or3429,S972,2020-08-25,304.62
Or3430,S55,2021-11-02,116.17
Or3431,S478,2024-05-14,291.91
Or3432,S535,2021-07-28,41.71
Or3433,S958,2021-08-12,396.25
Or3434,S616,2021-07-15,202.33
Or3435,S191,2025-03-26,106.27
Or3436,S470,2025-01-21,86.86
Or3437,S329,2021-05-16,310.53
Or3438,S930,2023-07-18,208.29
Or3439,S597,2024-07-30,229.33
Or3440,S530,2023-04-28,383.28
Or3441,S325,2020-07-15,22.21
Or3442,S122,2021-07-10,27.05
Or3443,S755,2020-09-07,197.96
Or3444,S640,2021-01-08,494.98
Or3445,S130,2020-10-05,310.95
Or3446,S893,2021-02-14,297.52
Or3447,S12,2024-03-21,95.18
Or3448,S978,2025-03-09,173.23
Or3449,S281,2023-12-04,498.31
Or3450,S43,2021-08-11,349.24
Or3451,S131,2020-09-13,110.44
Or3452,S125,2022-04-06,47.87
Or3453,S894,2022-02-24,417.67
Or3454,S61,2021-12-27,51.84
Or3455,S334,2024-11-13,88.79
Or3456,S949,2020-10-04,57.72
Or3457,S168,2023-03-11,293.48
Or3458,S246,2022-09-15,405.7
Or3459,S713,2025-05-29,448.18
Or3460,S505,2023-07-16,397.48
Or3461,S442,2025-01-28,378.84
Or3462,S27,2024-09-15,22.63
Or3463,S534,2023-09-25,265.06
Or3464,S924,2022-01-22,351.77
Or3465,S129,2023-12-04,460.86
Or3466,S926,2024-08-19,147.34
